3
65723
589904
433529
21513
40304
36224
42995
156228
29240
38027
42301
35070
56858
186387
20007
17246
40284
38418
59487
156237
29408
50144
41687
44108
43392
186632
21676
17044
41855
41570
57595
81770
44824
24854
42291
